1261,槍術師公會,,
1262,弓箭手公會,,
1263,幻術師公會,,
1264,咒術師公會,,
1265,秘術師公會,,
1266,刻木匠公會,,
1267,鍛鐵匠公會,,
1268,鑄甲匠公會,,
1269,雕金匠公會,,
1270,製革匠公會,,
1271,裁衣匠公會,,
1272,煉金術士公會,,
1273,烹調師公會,,
1274,採礦工公會,,
1275,園藝工公會,,
1276,捕魚人公會,,
1277,黑渦軍令部,,
1278,蛇巢司令部,,
1279,恆輝作戰總部,,
1280,房屋管理人,resident caretaker,
1281,市場布告板,market board,
1282,決鬥區,dueling area,
1283,大型任務,raid,
1284,黑渦團陣營,storm landing,
1285,雙蛇黨陣營,serpent landing,
1286,恆輝隊陣營,flame landing,
1287,怪物狩獵告示板,Hunt board,
1288,天氣預報員,skywatcher,
1289,雙劍師公會,Rogues' Guild,
1290,金碟工作人員,Gold Saucer employee,
1291,聖岡里奧爾占星院,Athenaeum Astrologicum,
1292,天鋼機工房,Skysteel Manufactory,
1293,運輸站,porter,
1294,移動到其他區域,gatekeeper,
1295,專家認證,specialist approval,
1296,魔晶石師傅,materia master,
1297,天書奇談,Wondrous Tails,
1298,老主顧交易,custom deliveries,
1299,交易員,trader,
1300,內部乙太之光,aethernet shard,
1301,隕石背陰地,Dalamud's Shadow,
1302,拘束艦外圍,Outer Coil,
1303,諸神黃昏級三號艦艦體中央,central decks,
1304,諸神黃昏級三號艦作戰室,holocharts,
1305,諸神黃昏級三號艦第一艦橋,main bridge,
1306,開拓的山路,floating pass,
1307,巨像兵血路,Golem Trail,
1308,破損的門前,Scar's Edge,
1309,培養器搬運臂,incubator transport,
1310,生體管理區,Bioweapon Storage,
1311,生體傳送區,Bioweapon Deployment,
1312,毀壞的外部隔離壁,breached hull,
1313,上甲板,upper decks,
1314,主甲板,main decks,
1315,下甲板,lower decks,
1316,左舷第14區間,Sector XIV,
1317,右舷第13區間,Sector XIII,
1318,左舷第12區間,Sector XII,
1319,右舷第11區間,Sector XI,
1320,左舷第10區間,Sector X,
1321,右舷第9區間,Sector IX,
1322,中樞第8區間,Sector VIII,
1323,中樞第7區間,Sector VII,
1324,左舷第6區間,Sector VI,
1325,右舷第5區間,Sector V,
1326,左舷第4區間,Sector IV,
1327,右舷第3區間,Sector III,
1328,左舷第2區間,Sector II,
1329,右舷第1區間,Sector I,
1330,中樞艦首區,central bow,
1331,蠻鬥間,Hall of the Crupellarii,
1332,劍鬥士大堂,Hall of the Provocatores,
1333,日影地修練所（劍鬥領域）,Halatali (Hard),
1334,對利維坦雙體船,<hex:021A020203>Whorleater<hex:021A020103>,
1335,腐壞的街道,Central Amdapor,
1336,封魔洞,Sanctum of Dreams,
1337,第一橋柱,first column,
1338,第二橋柱,second column,
1339,水源地近路,Watergush Sneakway,
1340,入侵者臨時橋,Unguest's Watercross,
1341,布雷福洛克斯廢品場,Brayflox's Drossdump,
1342,入侵者陣營,Unguest's Breachhold,
1343,腐壞的大路,Agora,
1344,和平的殘滓,Halcyon Court,
1345,白魔法師塔,Tower of White,
1346,夢想宮,Dream Gate,
1347,封魔洞,Sanctum of Dreams,
1348,惡夢舞場,Waking Nightmare,
1349,臨時關門,Swiftmake Checkgate,
1350,拂曉之間,solar,
1351,布雷福洛克斯野營地（紛爭要地）,Brayflox's Longstop (Hard),
1352,來生迴廊領路人,residential area guide (to Ul'dah - Steps of Thal),
1353,培養層,Incubation Bay,
1354,管理層,Monitoring Station,
1355,主飛艇庫,main storage vault,
1356,升天階梯,Ladder of Ascension,
1357,群狼大廳,Gathering,
1358,螺旋迴廊,Braid,
1359,守衛競技場,Ring of the Protector,
1360,黃金迴廊,Golden Sacristy,
1361,皇家歌劇場,Final Curtain,
1362,始皇寶座,Emperor's Throne,
1363,神判古樹,Striking Tree,
1364,雙蛇黨陣營,Serpent landing,
1365,恆輝隊陣營,Flame landing,
1366,黑渦團陣營,Storm landing,
1367,雙蛇黨前哨,Serpent outpost,
1368,恆輝隊前哨,Flame outpost,
1369,黑渦團前哨,Storm outpost,
1370,亞拉戈市場遺跡,Allagan markets,
1371,亞拉戈太陽神殿,Allagan sun temple,
1372,亞拉戈莊園遺跡,Allagan manors,
1373,太陽之路防衛塔,Heliodrome,
1374,加爾提諾平原周邊遺跡群,Carteneau Flats: borderland ruins,
1375,塔姆·塔拉墓園（慘劇靈殿）,Tam-Tara Deepcroft (Hard),
1376,石衛塔（激戰城塞）,Stone Vigil (Hard),
1377,破艦島,Hullbreaker Isle,
1378,霧鬚一夥的基地,Runner's Reel,
1379,秘密寶物庫,hidden cache,
1380,海霧號旗艦,<hex:021A020203>Haar<hex:021A020103>,
1381,生存者海岸,Survivor Spit,
1382,小型禮堂,minor hall,
1383,乙太之光廣場（格鬥家公會/恆輝隊）,Ul'dah aetheryte plaza,
1384,乙太之光廣場（冒險者公會/刻木匠公會/雙蛇黨）,Gridania aetheryte plaza,
1385,長風實驗場,Ehcatl,
1386,呻吟池,Greeting Pond,
1387,落潮密道,Pull,
1388,被佔領的基地,Dead Man's Drink,
1389,隱秘棧橋,Sultana's Lap,
1390,戒律之繭,Chrysalis,
1391,久遠聖堂,Ivory Chapel,
1392,羅薇娜會館,Rowena's House of Splendors,
1393,鑽石工房,Diamond Forge,
1394,異端者隧道,Corruption,
1395,寧靜冰洞,Silence,
1396,風雪斷崖,Conviction,
1397,異端者秘洞,Contempt,
1398,冰柱圓庭,Oblivion,
1399,無盡輪迴劇場,Akh Afah Amphitheatre,
1400,臨時牢獄,Asylum,
1401,排水管理室,Bellows,
1402,,,
1403,喀恩埋沒聖堂（甦醒遺跡）,Sunken Temple of Qarn,
1404,拉拉弗托四世的地下庭園,Ambulatorium of Lalafuto IV,
1405,拉拉弗托一世的庭院,Rosarium of Lalafuto I,
1406,諸神黃昏級六號艦艦體中央,IC-06 Central Decks,
1407,諸神黃昏級六號艦再生控制區,IC-06 Regeneration Grid,
1408,諸神黃昏級六號艦第一艦橋,IC-06 Main Bridge,
1409,龍炎核心,Burning Heart,
1410,諸神黃昏級四號艦第一艦橋,IC-04 Main Bridge,
1411,生體管理區間,Bioweapon Storage,
1412,第7生體區間,Bioweapon Sector VII,
1413,第9生體區間,Bioweapon Sector IX,
1414,第12生體區間,Bioweapon Sector XII,
1415,精神接續區間,Neurokinetic Linkup,
1416,第1信徒區間,Alpha Concourse,
1417,生體傳送區,Bioweapon Deployment,
1418,再生控制區外殼,Outer Regeneration Grid,
1419,再生控制區內殼,Inner Regeneration Grid,
1420,一號艦管制區間,IC-01 Control,
1421,八號艦管制區間,IC-08 Control,
1422,九號艦管制區間,IC-09 Control,
1423,四號艦管制區間,IC-04 Control,
1424,二號艦管制區間,IC-02 Control,
1425,拘束艦控制區間,Coil Operations Deck,
1426,核心控制區間,Core Override,
1427,雪絨花商會,Dutiful Sisters of the Edelweiss,
1428,碼頭小屋,dock storehouse,
1429,接待室,intercessory,
1430,地下,weight chamber,
1431,暗之世界,World of Darkness,
1432,刻耳柏洛斯的胃袋,Belly of the Beast,
1433,妖眼領域,Sphere of the Sightless,
1434,妖龍領域,Sphere of the Voiceless,
1435,妖犬領域,Sphere of the Ravenous,
1436,暗黑領域,Sphere of Naught,
1437,刻耳柏洛斯的胃袋,Belly of the Beast,
1438,暗水之濱,Dark Water,
1439,眼目之嶼,Eye,
1440,妖眼展臺,Vista,
1441,頸項之嶼,Nape,
1442,妖龍獵場,Vermiculary,
1443,口齒之嶼,Jaws,
1444,妖犬門扉,Plutonium,
1445,暗黑傳送裝置,Verge,
1446,暗黑之殼,Pitch Black,
1447,無限城古堡（邪念妖地）,Amdapor Keep (Hard),
1448,悲憤的前庭,Garden of Sorrow,
1449,苦澀的大堂,Moot Hall,
1450,災厄的十字,Twain,
1451,染血的舞廳,Scarlet Ballroom,
1452,海上的大型船,Rhotano privateer,
1453,雪絨花商會<hex:02100103>[雙劍師公會],Dutiful Sisters of the Edelweiss<hex:02100103>(Rogues' Guild),
1454,,,
1455,,,
1456,,,
1457,,,
1458,,,
1459,,,
1460,,,
1461,,,
1462,,,
1463,,,
1464,,,
1465,,,
1466,,,
1467,,,
1468,,,
1469,,,
1470,,,
1471,,,
1472,,,
1473,,,
1474,,,
1475,,,
1476,,,
1477,,,
1478,,,
1479,,,
1480,,,
1481,,,
1482,,,
1483,,,
1484,金碟遊樂場,Gold Saucer,
1485,入口廣場,Entrance Square,
1486,乙太之光廣場,Gold Saucer aetheryte plaza,
1487,幻卡廣場,Card Square,
1488,奇妙廣場,Wonder Square,
1489,圓形廣場,Round Square,
1490,演出廣場,Event Square,
1491,金碟飛艇坪,airship landing,
1492,綜合櫃檯,main counter,
1493,陸行鳥電梯,Chocobo Lift,
1494,巨人柱,El Coloso,
1495,科瑞爾山,Mt. Corel,
1496,主舞臺,main stage,
1497,仙人彩,Cactpot board,
1498,曼德維爾桌臺區,Manderville Tables,
1499,曼德維爾休息區,Manderville Lounge,
1500,陸行鳥廣場,Chocobo Square,
1501,競賽櫃檯,race counter,
1502,陸行鳥電梯,Chocobo Lift,
1503,旗艦船體,<hex:021A020203>Agrius<hex:021A020103> hull,
1504,帝國軍臨時營地,provisional research camp,
1505,漂浮氣體填充區,ceruleum spill,
1506,幻龍的背脊,Keeper's Spine,
1507,密約大堂,Forsworn Promise,
1508,（仮）第１障壁,first ward,
1509,（仮）第2障壁,second ward,
1510,對龍弩砲弗拉維安,Flavien's Arm,
1511,（仮）第3障壁,third ward,
1512,對龍弩砲西爾韋特雷爾,Sylvetrel's Arm,
1513,（仮）第4障壁,fourth ward,
1514,對龍弩砲哈爾德拉斯,Haldrath's Arm,
1515,聖徒門,Arc of the Worthy,
1516,（仮）防衛橋エリア名,Steps of Faith,
1517,乙太之光廣場,Gold Saucer aetheryte plaza,
1518,入口廣場（幻卡廣場）,Entrance & Card Squares,
1519,奇妙廣場東區（多瑪方城戰）,Wonder Square East,
1520,奇妙廣場西區,Wonder Square West,
1521,演出廣場,Event Square,
1522,仙人彩,Cactpot board,
1523,圓形廣場,Round Square,
1524,陸行鳥廣場,Chocobo Square,
1525,低層,foredeck,
1526,中層,quarterdeck,
1527,高層,stern,
1528,1層,ground floor,
1529,3層,third floor,
1530,地下1層,cellar,
1531,外側庭院,outer training grounds,
1532,騎兵駐所,barracks,
1533,要塞內部,inner keep,
1534,閱兵會場,gathering hall,
1535,作戰會議室,lord commander's seat,
1536,聖岡里奧爾禮拜堂,Saint Guenriol's Chapel,
1537,要塞外牆,outer walls,
1538,終點,finish line,
1539,空中飛石,Pebble That Skips,
1540,搖曳樹群,Trees That Sway,
1541,鳴水庭園,Water That Sings,
1542,颯瑟神島,God Who Whispers,
1543,呼風殿堂,Wind That Summons,
1544,狂笑雲社,Cloud That Laughs,
1545,博物戰艦綜合甲板,grand deck,
1546,歷史展示層,history gallery,
1547,兵器展示層,soldiery gallery,
1548,博物戰艦防衛甲板,security deck,
1549,第三展示區,exhibit level III,
1550,特級合成獸培養室,high-level incubation bay,
1551,黛紫管制區,violet ward,
1552,緋紅管制區,crimson ward,
1553,翠綠管制區,emerald ward,
1554,現實增強室,reality augmentation bay,
1555,艦首構造群,forward complex,
1556,左舷構造群,larboard complex,
1557,右舷構造群,starboard complex,
1558,禮拜堂中殿,chantry nave,
1559,禮拜堂環廊,chantry cloister,
1560,內部庭園,Inner Sanctum,
1561,冰天宮,Hall of the Spear,
1562,教皇廳中殿,Vault nave,
1563,聖托爾丹大聖堂,Saint Thordan's Basilica,
1564,禮拜堂升降室,chantry lift,
1565,庭園東側升降室,east Sanctum lift,
1566,庭園西側升降室,weat Sanctum lift,
1567,冰天宮升降室,Spear lift,
1568,冰天宮圓堂,Rotunda,
1569,,,
1570,聖歌隊席,Quire,
1571,庭園小廳,chapter house,
1572,冰天宮禮拜堂,Chancel,
1573,龍巢外圍,Aery exterior,
1574,龍巢內部,Aery interior,
1575,龍巢頂點,Aery apex,
1576,艦體構造群,central complex,
1577,墮落之光的命運,Akh Fahl Lye,
1578,寵物廣場,Minion Square,
1579,第66號前線培養室,Incubator 66,
1580,毀壞不堪的根基,Ten Oohr,
1581,人類之罰,Errn Scorh,
1582,邪龍臺,Nidhogg An,
1583,破損連結,Broken Link,
1584,海蛇之喉,Serpent's Throat,
1585,塵封秘岩飛艇坪,Seal Rock landing,
1586,狹長侵蝕谷,Long Defile,
1587,燕尾海岸,Swallowtail Sands,
1588,先遣隊採掘場,Dig,
1589,主傳送門,main portal,
1590,機械兵器研究所,Automachina Research,
1591,物資搬運路,Material Transport,
1592,物資分配場,Material Distribution,
1593,生物兵器研究所,Bioweapon Research,
1594,特殊警戒通路,Security Passage,
1595,三鬪神制御區,Triad Control,
1596,拘束鏈,Neurolink,
1597,瑪文晶球,Marvyn,
1598,試驗機評測庫,Analysis and Proving,
1599,評測場,Evaluation and Authentication,
1600,第七培養層,Incubation Bay VII,
1601,第八培養層,Incubation Bay VIII,
1602,拘束倉,Neurolink Nacelle,
1603,機械兵器研究所,Automachina Research,
1604,生物兵器研究所,Bioweapon Research,
1605,三鬪神制御區,Triad Control,
1606,南坡,South Face,
1607,靈脈,Veins,
1608,不義山路,Betrayal,
1609,碧崖,Greenlinn,
1610,紅墓,Red Crypt,
1611,蒼墓,Blue Crypt,
1612,靈傷,Wound,
1613,永望頂,Hess Afah,
1614,不義山路,Betrayal,
1615,靈脈,Veins,
1616,南坡,South Face,
1617,默想閱覽室,reading room,
1618,幻想書庫,School of Phantasmagoria,
1619,奇想談話室,Convocation House,
1620,乙太學研究室,Aetherology End,
1621,博物學研究室,Natural History Room,
1622,夢想禁書庫,School of Fantastics,
1623,魔書翼廊,Hall of Magicks,
1624,占星學研究室,Astrology and Astromancy Camera,
1625,狂想禁書庫,Rhapsodies Quadrangle,
1626,升降機,autolift,
1627,升降機,autolift,
1628,戈耳狄俄斯之拳,Fist of the Father,
1629,第583整備坑道,Serviceway #583,
1630,第262蒸汽機室,Engine Room #262,
1631,第44機工兵倉庫,Machinery Bay 44,
1632,第8大型機庫,Hangar 8,
1633,戈耳狄俄斯之袖,Cuff of the Father,
1634,第542整備坑道,Serviceway #542,
1635,第541整備坑道,Serviceway #541,
1636,第539整備坑道,Serviceway #539,
1637,第12大型機庫,Hangar 12,
1638,戈耳狄俄斯之臂,Arm of the Father,
1639,第532整備坑道,Serviceway #523,
1640,梯形會議室1層,Strategeion - 1F,
1641,梯形會議室2層,Strategeion - 2F,
1642,梯形會議室3層,Strategeion - 3F,
1643,梯形會議室4層,Strategeion - 4F,
1644,第9大型冷凝器,Condensate Demineralizer #9,
1645,戈耳狄俄斯之擔,Burden of the Father,
1646,陸行鳥廣場（寵物廣場）,Minion Square,
1647,雲冠群島,Diadem,
1648,袖環上層,upper ring,
1649,袖環下層,lower ring,
1650,乙太之光廣場,Ishgard aetheryte plaza,
1651,忘憂騎士亭前（聖瓦勒魯瓦揚廣場）,Forgotten Knight,
1652,天鋼機工房前（聖蕾內特廣場）,Skysteel Manufactory,
1653,雲霧街,Brume,
1654,聖岡里奧爾占星院前（伊修加德飛艇坪）,Athenaeum Astrologicum,
1655,市場（寶杖大街）,Jeweled Crozier,
1656,聖雷馬諾大聖堂（聖恩達利姆神學院）,Saint Reymanaud's Cathedral,
1657,神聖裁判所,Tribunal,
1658,終衛要塞（福爾唐伯爵府）,Last Vigil,
1659,聖徒門（庫爾札斯中央高地方面）,Gates of Judgement (Coerthas central highlands),
1660,開發室,Eighteenth Floor,
1661,製作人房間,Office of the Producer,
1662,音樂室,sound studio,
1663,萌寵之王櫃檯,Lord of Verminion counter,
1664,狼獄演習場,Feasting Grounds,
1665,幻卡對局室,Battlehall,
1666,亞歷山大關節點,Articulation,
1667,戈耳狄俄斯之結,Gordian Knot,
1668,4層　5層,fifth & fourth levels,
1669,3層,third level,
1670,2層,second level,
1671,1層,first level,
1672,熱帶展示廳,Telmatology,
1673,乾燥帶展示廳,Eremology,
1674,聖茉夏娜研究窟,Study,
1675,密林小路,Silvology,
1676,搖曳蓮池,Limnology,
1677,腐臭庭園,Zymology,
1678,女王寶座,Amber Room,
1679,芳香餐桌,Last Supper,
1680,乙太之光廣場,Idyllshire aetheryte plaza,
1681,田園郡西,west Idyllshire,
1682,序言門（龍堡內陸低地西方面）,Prologue Gate (western hinterlands),
1683,後記門（龍堡內陸低地東方面）,Epilogue Gate (eastern hinterlands),
1684,地靈軍地下坑道,sapper tunnel,
1685,1層,first floor,
1686,地下1層,Underworks,
1687,腐壞的街道,Central Amdapor,
1688,飛翼領地,Dark Wings,
1689,魔晶堂,Crystallum,
1690,守護聖域,Protectorate,
1691,星渚,Pleroma,
1692,最上下層,lower reaches,
1693,最下上層,upper reaches,
1694,賢者研究室,Where Minds Toil,
1695,隱者娛樂室,Where Souls Rest,
1696,空中魔法陣,Manifest,
1697,浮游舞臺,Where Hearts Leap,
1698,星海瞭望室,Where All Witness,
1699,藍爪囚籠,Claw Cage,
1700,紅牙囚籠,Fang Cage,
1701,腐壞的街道,Central Amdapor,
1702,封魔洞,Sanctum of Dreams,
1703,魔晶堂,Crystallum,
1704,無限城市街古蹟（神聖遺跡）,Lost City of Amdapor (Hard),
1705,悲嘆之庭,an Answer of Sorrow,
1706,靜寂之殿,an Answer of Silence,
1707,悔恨之殿,an Answer of Shame,
1708,彌達斯之拳,Fist of the Son,
1709,第721整備坑道,Serviceway #721,
1710,第334蒸汽機室,Engine Room #334,
1711,哥布林科學研究室,Clevering,
1712,第726整備坑道,Serviceway #726,
1713,超最先端實驗室,Advanced Clevering,
1714,彌達斯之袖,Cuff of the Son,
1715,袖環前部,forward ring,
1716,袖環後部,rear ring,
1717,第763整備坑道,Serviceway #763,
1718,第66機工兵倉庫,Machinery Bay 66,
1719,第67機工兵倉庫,Machinery Bay 67,
1720,第68機工兵倉庫,Machinery Bay 68,
1721,第69機工兵倉庫,Machinery Bay 69,
1722,第70機工兵倉庫,Machinery Bay 70,
1723,彌達斯之臂,Arm of the Son,
1724,左上臂,upper arm,
1725,科學城,Illuminus,
1726,第796整備坑道,Serviceway #796,
1727,第5機關塔,Control Tower 5,
1728,科學城外圍,Outer Illuminus,
1729,亞歷山大科學城,Illuminus,
1730,公開處刑廣場,electrocution gallery,
1731,彌達斯之擔,Burden of the Son,
1732,彌達斯之結,Midan Knot,
1733,榮譽野營地,Camp Glory,
1734,梟巢遺址,Owl's Nest,
1735,暗鱗湖畔,Clearwater,
1736,榮譽野挖掘地,Discovery,
1737,亞拉戈石文S1,Allagan tomelith S1,
1738,亞拉戈石文S2,Allagan tomelith S2,
1739,亞拉戈石文S3,Allagan tomelith S3,
1740,榮譽野,Fields of Glory,
1741,破艦島（黑渦傳說）,Hullbreaker Isle (Hard),
1742,禁忌城邦瑪哈,Weeping City of Mhach,
1743,亞菲姆濕地,Yafaem Saltmoor,
1744,瑪哈遺跡,Weeping Ruins,
1745,金字塔底層,pyramid base,
1746,金字塔上層,Gloriole,
1747,壓縮世界,Twelvefold,
1748,金字塔頂層,pyramid peak,
1749,不潔濕地,peat bogs,
1750,濕地小路,Dryroad,
1751,瑪哈市街,Mhach,
1752,金字塔陸橋,Approach,
1753,基幹通道,main corridor,
1754,警備通道,security corridor,
1755,怪球陳列所,Gallery,
1756,壓縮世界,Twelvefold,
1757,上升通道,ascending corridor,
1758,[擴建區]薰衣草苗圃碼頭,Lavender Beds Docks subdivision,
1759,巴哈姆特大迷宮,Binding Coil of Bahamut,
1760,女王蛛獵場,queen's room,
1761,乖薩爾公園,Cessair Lawns,
1762,瑕托托紀念廣場,Shatotto Memorial,
1763,神諭祭壇,Shrine of the Goetic,
1764,操控之門,control gates,
1765,奧茲瑪大迴廊,Gloriole,
1766,契約石玄室,Tomb of the Nullstone,
1767,哀傷之庭,Unsevered Despair,
1768,祈禱之身,Unstifled Prayer,
1769,追憶之柱,Shattered Remembrance,
1770,悲嘆之園,Sudden Torment,
1771,拉塔托斯克殿堂,Ratatoskr's Peace,
1772,軍獸訓練區,Hell of Howls,
1773,行軍訓練區,Hell of Malms,
1774,海上訓練區,Hell of Waves,
1775,黑渦鬥技場,Maelstrom,
1776,寶物庫入口,treasury entrance,
1777,第一區,1st chamber,
1778,第二區,2nd chamber,
1779,第三區,3rd chamber,
1780,第四區,4th chamber,
1781,第五區,5th chamber,
1782,第六區,6th chamber,
1783,最終區,7th chamber,
1784,中層,middle floors,
1785,最上層,upper floors,
1786,大溪谷隘路,Wishbone,
1787,塔帕索利巢營,Tapaxoli,
1788,塞爾法特爾山麓,First Mountain,
1789,巢營門前,Cage,
1790,塔帕索利鬥技場,Tlachtli,
1791,風神祭壇,Vortex,
1792,塞爾法特爾溪谷,Xelphatol,
1793,死者宮殿,Palace of the Dead,
1794,個人練習場,dueling circle,
1795,珍秘書庫前臺,Rare Tomes desk,
1796,斷想閱覽室,School of Nihility,
1797,司書長室,Last Lamp,
1798,思想珍秘書庫,Rare Tomes Room,
1799,水城寶物庫,Aquapolis,
1800,雙蛇黨軍營,Twin Adder Barracks,
1801,恆輝隊軍營,Flame Barracks,
1802,黑渦團軍營,Maelstrom Barracks,
1803,帕洛克系留基地,Parrock,
1804,利奧法德的房間,Leofard's chambers,
1805,中桅塔,Topmast,
1806,[擴建區]中桅塔,Topmast subdivision,
1807,百合嶺,Lily Hills,
1808,[擴建區]百合嶺,Lily Hills subdivision,
1809,娜娜莫大風車,Sultana's Breath subdivision,
1810,[擴建區]娜娜莫大風車,Sultana's Breath subdivision,
1811,中桅塔大廳,Topmast Apartment Lobby,
1812,中桅塔房間,Topmast Apartment,
1813,百合嶺大廳,Lily Hills Apartment Lobby,
1814,百合嶺房間,Lily Hills Apartment,
1815,娜娜莫大風車大廳,The Sultana's Breath Apartment Lobby,
1816,娜娜莫大風車房間,The Sultana's Breath Apartment,
1817,001號室,room #001,
1818,002號室,room #002,
1819,003號室,room #003,
1820,004號室,room #004,
1821,005號室,room #005,
1822,006號室,room #006,
1823,107號室,room #107,
1824,108號室,room #108,
1825,106號室,room #106,
1826,101號室,room #101,
1827,105號室,room #105,
1828,103號室,room #103,
1829,104號室,room #104,
1830,102號室,room #102,
1831,201號室,room #201,
1832,202號室,room #202,
1833,館主之間,Hall of Blood,
1834,亡靈府邸鬧鬼莊園,Haunted Manor,
1835,亞歷山大之眼,Eyes of the Creator,
1836,知識神水瓶,Tipped Ewer,
1837,亞歷山大之首,Cranium,
1838,彌達斯單元,Midas Unit,
1839,頭部甲板,Cranial Plate,
1840,再生處理室,Life Support,
1841,亞歷山大之息,Breath of the Creator,
1842,公開處刑塔,Danglylimbs,
1843,科學城4號區,Illuminus - Ward 4,
1844,科學城11號區,Illuminus - Ward 11,
1845,公開處刑塔前,Slickred Drainage Ducts,
1846,科學萬能處刑場,Excruciationator,
1847,亞歷山大之心,Heart of the Creator,
1848,心房,Atrium,
1849,心室,Ventricle,
1850,核心生產線,Core Production,
1851,能源供給線,Energy Conduit,
1852,中樞大動力室,Main Generators,
1853,亞歷山大之魂,Soul of the Creator,
1854,過去空間,Entropy,
1855,中央管制室,Central Control,
1856,亞歷山大之心,Heart of the Creator,
1857,巴埃薩長城,Baelsar's Wall,
1858,長城下部,lower reaches,
1859,城內外區,outer reaches,
1860,城內內區,inner reaches,
1861,長城上部,Walk,
1862,天營路,Via Praetoria,
1863,魔導兵器倉庫,magitek installation,
1864,飛空戰艦著陸場,airship landing,
1865,帝國東方堡,Castrum Oriens,
1866,長城兵器庫,armory,
1867,長城胸牆,parapet,
1868,影之國,Dun Scaith,
1869,拉德莉亞女士號,<hex:021A020203>Lady Radlia<hex:021A020103>,
1870,影之國遺跡,Dun Scaith ruins,
1871,城塞內部,Crumbling Hold,
1872,城塞屋頂,Hold roof,
1873,未知空間,Unwhere,
1874,影之鐘樓,Belfry,
1875,暗薔薇庭園,Round of the Dark Rose,
1876,暗薔薇大廳,Hall of the Dark Rose,
1877,主甲板,main deck,
1878,影之商業區,Mercantile,
1879,影之大道,Thoroughfare,
1880,小丑舞臺,Rostrum,
1881,女王的閱兵廣場,Queen's Pride,
1882,女王之間,Queen's Graces,
1883,觀月臺,Lunar,
1884,地衣宮演習場,Lichenweed,
1885,利爪牢籠,Claw Cage,
1886,尖牙牢籠,Fang Cage,
1887,歐米茄控制室,Omega Control,
1888,索姆阿爾靈峰（天山深境）,Sohm Al (Hard),
1889,靈心,Heart,
1890,炎獸的領地,Fever,
1891,大熔岩窟,lava tube,
1892,靈心,Heart,
1893,白銀鄉私人小屋,private cottage - Shirogane,
1894,白銀鄉私人公館,private house - Shirogane,
1895,白銀鄉私人別墅,private mansion - Shirogane,
1896,茜雲棧橋,Akanegumo Bridge,
1897,茜阪商店街,Akanezaka Markets,
1898,白銀濱,Shirogane Shores,
1899,好文園,Kobun Gardens,
1900,隱匿濱,Hidden Shores,
1901,白雲溫泉,Shirakumo Hot Springs,
1902,茜雲棧橋（住宅區管理人）,Akanegumo Bridge,
1903,白銀鄉西北區,northwestern Shirogane,
1904,白銀鄉西區,western Shirogane,
1905,紅梅御殿,Kobai Goten,
1906,白銀鄉東北區,northeastern Shirogane,
1907,白銀鄉西南區,southwestern Shirogane,
1908,白銀鄉南區,southern Shirogane,
1909,白銀鄉東南區,southeastern Shirogane,
1910,[擴建區]茜雲棧橋,Akanegumo Bridge subdivision,
1911,[擴建區]茜阪商店街,Akanezaka Markets subdivision,
1912,[擴建區]白銀濱,Shirogane Shores subdivision,
1913,[擴建區]好文園,Kobun Gardens subdivision,
1914,[擴建區]隱匿濱,Hidden Shores subdivision,
1915,[擴建區]白雲溫泉,Shirakumo Hot Springs subdivision,
1916,[擴建區]白銀鄉北區,Northern Shirogane subdivision,
1917,[擴建區]白銀鄉東區,Eastern Shirogane subdivision,
1918,[擴建區]茜雲棧橋（住宅區管理人）,Akanegumo Bridge subdivision,
1919,[擴建區]白銀鄉東北區,Northeastern Shirogane subdivision,
1920,[擴建區]白銀鄉西區,Western Shirogane subdivision,
1921,[擴建區]紅梅御殿,Kobai Goten subdivision,
1922,[擴建區]白銀鄉西南區,Southwestern Shirogane subdivision,
1923,[擴建區]白銀鄉南區,Southern Shirogane subdivision,
1924,星導寺,Temple of the Fist,
1925,破壞神之肩,Rhalgr's Shoulder,
1926,星導之路,Way of Enlightenment,
1927,星導寺大殿,Closed Fist,
1928,水苔池,Tourmaline Pond,
1929,陰陽苑,Harmony,
1930,導靈殿,Guidance,
1931,星導山山間,Dilemma,
1932,星導山山頂,Enlightenment,
1933,機庫區,storage compound,
1934,實驗區,testing compound,
1935,中樞區,central compound,
1936,陸戰兵器開發室,Terrestrial Weaponry,
1937,強化實驗室,Project Aegis,
1938,性能試驗場,assessment grounds,
1939,蒼玉魚園,Sogyoku Piscary,
1940,紅玉御殿,Kogyoku Palace,
1941,紫水祭殿,Shisui Temple,
1942,春告門前,Harutsuge Gate,
1943,紅潮之間,Akashio Hall,
1944,紫水御神樂,Shisui Gokagura,
1945,乙太之光廣場,Kugane aetheryte plaza,
1946,潮風亭前,Shiokaze Hostelry,
1947,第一防波堤,Pier #1,
1948,拉札罕大使館前,Thavnairian Consulate,
1949,市場（小金街）,Kogane Dori markets,
1950,望海樓,Bokairo Inn,
1951,烏爾達哈商會館前,Ruby Bazaar,
1952,赤誠組營房南,Sekiseigumi Barracks,
1953,樂座街,Rakuza District,
1954,紅玉海方面,Ruby Price,
1955,乙太之光廣場,Rhalgr's Reach aetheryte plaza,
1956,神拳痕西,western Rhalgr's Reach,
1957,神拳痕東北,northeastern Rhalgr's Reach,
1958,基拉巴尼亞邊區方面,Fringes gate,
1959,基拉巴尼亞山區方面,Peaks gate,
1960,慘境號,<hex:021A020203>Misery<hex:021A020103>,
1961,亡靈岩場,Spae Rock,
1962,簡女士號,<hex:021A020203>Jane Guy<hex:021A020103>,
